<<<<<<< HEAD
Fichero actualizado a fecha: 2014-10-19 13:52:56
Nombre del Organismo;Descripción;DatosPersonales;Dirección;Calle;CodigoPostal;Localidad;Localidad;SoloClasificar;Teléfono;Telefax oficial;Fax;e-mail;Páginas de internet;Posicion;Información Adicional;Directorio Superior;Identificador Directorio Superior;Identificador;FechaModificacion;Enlace al contenido;
Biblioteca Pública Municipal de Villanueva del Campo;Biblioteca Pública Municipal de Villanueva del Campo;Jesús de la Torre Fernández;C/ Federico Arrazola, s/n. 49100 Villanueva del Campo (Zamora);C/ Federico Arrazola, s/n;49100;Villanueva del Campo;1,18E+12;;980 666 009 (Ayto.);;980 666 009 (Ayto.);BPM.VNUEV@gmail.com;;41.986897135391786#-5.407805442810059#88;;Zamora;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1203344085074/DirectorioPadre
Biblioteca Pública Municipal de Candeleda;;Beatriz Pozanco Velasco;Calle de Camilo José Cela, 2 05480 Candeleda;Calle de Camilo José Cela, 2;5480;Candeleda;1,18E+12;;920 381 164;;;bibliotecadecandeleda@hotmail.com;;40.15526948515119#-5.240676999092102#106;;Ávila;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1191996718150/DirectorioPadre
Biblioteca Pública Municipal de Arenas de San Pedro;;Pilar González Fuentes - Laura Clavero Iñigo;Paseo del Pintor Martínez Vázquez, 25 05400 Arenas de San Pedro;Paseo del Pintor Martínez Vázquez, 25;5400;Arenas de San Pedro;1,18E+12;;920 371 760;;920 376 173;bmsegundoduran@gmail.com;;40.21222359976728#-5.084937214851379#106;;Ávila;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1192082462343/DirectorioPadre
Biblioteca Pública de Ávila;;;;Plaza de la Catedral, 3;5001;Ávila;1,18E+12;;920 212 132, 920 254 140;;920 252 702;bpavila@jcyl.es;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla66y33/1284212873300/_/_/_;40.65616779333565#-4.697293639183044#106;;Ávila;1,28E+12;1,28E+12;20140313;http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284255154248/DirectorioPadre
Biblioteca Pública Municipal de Melgar de Fernamental;;Mª Jesús Salvador Roda;;C/ Cervantes, 1;9100;Melgar de Fernamental;1,18E+12;;947 372 130;;;biblioteca@melgardefernamental.es;http://melgardefernamental.burgos.es/turismo-y-ocio/bibliotecas;42.40229123068096#-4.244627952575684#88;;Burgos;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1193292151245/DirectorioPadre
Biblioteca de la Facultad de Teología del Norte de España. Burgos;;Cándido Rubio Velasco;;C/ Martínez del Campo, 10;9003;Burgos;1,18E+12;;947 267 000;947 252 025;;bibliotec@teologiaburgos.org;http://www.teologiaburgos.org/facultad/biblioteca.aspx;42.33995794080886#-3.7064695358276367#88;;Burgos;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1200492360278/DirectorioPadre
Biblioteca Auxiliar del Archivo Municipal de Burgos;;Milagros Moratinos Palomero;;C/Fernán González, 56;9003;Burgos;1,18E+12;;947 288 812;947 288 850;;archivo@aytoburgos.es;;42.341702592103076#-3.7050962448120117#88;;Burgos;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1202286004711/DirectorioPadre
Biblioteca del Convento de Carmelitas Descalzos. Burgos;;D. Ciro García;;Paseo del Empecinado, 1;9001;Burgos;1,18E+12;;947 256 063;947 256 062;;;;42.33719812082116#-3.707156181335449#88;;Burgos;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1202287005203/DirectorioPadre
Biblioteca Pública Municipal del Alfoz de Quintanadueñas;;Mercedes García Marcos;;Plaza de la Unión s/n;9197;Alfoz de Quintanadueñas;1,18E+12;;947 292 500;;;biblioteca@alfozdequintanaduenas.es;http://www.alfozdequintanadueñas.es/turismo-y-ocio/bibliotecas;42.40115038362433#-3.7332916259765625#65;;Burgos;1,28E+12;1,28E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaBurgos/es/Plantilla100Detalle/1284212879414/_/1284167362280/DirectorioPadre
Biblioteca Pública Municipal de Ibeas de Juarros;;Paola Fernández Díez;;C/ San Isidro, 12;9198;Ibeas de Juarros;1,18E+12;;947 421 434;;;bibliotecaibeas@gmail.com;;42.36260292171998#-3.515625#53;;Burgos;1,28E+12;1,28E+12;20140313;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1284167369271/DirectorioPadre
Biblioteca Pública Municipal de Ciñera de Gordón;"Biblioteca Pública Municipal ""Dr. Carlos Martínez Alonso"" de Ciñera de Gordón";Antonia Cano Delicado;Glorieta Príncipe de Asturias, s/n. 24660 Ciñera de Gordón (León);Glorieta Príncipe de Asturias, s/n;24660;Pola de Gordón (La);1,18E+12;;987 584 339, 987 588 003 (Ayto.);;;aytopolacarlos@telefonica.net;;42.88563409140079#-5.638175010681152#100;;León;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194505211977/DirectorioPadre
Biblioteca Pública Municipal de Pinilla;Biblioteca Pública Municipal de Pinilla;;;C/ Victoriano Crémer, 1-5;24010;San Andrés del Rabanedo;1,18E+12;;987 221 504, 987 844 300 (Ayto.);;;bibliopinilla@gmail.com;;42.60529995863674#-5.5930495262146#76;;León;1,28E+12;1,19E+12;20140606;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1194505240254/DirectorioPadre
Biblioteca Pública Municipal de Bembibre;Biblioteca Pública Municipal de Bembibre;Yolanda Navarro González;C/ Lope de Vega, 3. 24300 Bembibre (León);C/ Lope de Vega, 3;24300;Bembibre;1,18E+12;;987 510 554, 987 540 001 (Ayto.);987 511 917 (Ayto.);;bibliobembibre@yahoo.es;;42.617917756048485#-6.4157044887542725#100;;León;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194591162193/DirectorioPadre
Biblioteca Pública Municipal de Santa Marina del Rey;Biblioteca Pública Municipal de Santa Marina del Rey;María Jesús Sánchez Martínez;C/ Dr. Vélez, 28. 24393 Santa Marina del Rey (León);C/ Dr. Vélez, 28;24393;Santa Marina del Rey;1,18E+12;;987 377 071 (Ayto.);;;ayto@santamarinadelrey.com;;42.51109907634952#-5.863029956817627#94;;León;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194591163036/DirectorioPadre
Biblioteca Pública Municipal de Cacabelos;Biblioteca Pública Municipal de Cacabelos;Antonio Fernández Prada;C/ Angel Basante, 15. 24540 Cacabelos (León);C/ Angel Basante, 15;24540;Cacabelos;1,18E+12;;987 549 359;987 549 275 (Ayto.);;;;42.59876107075002#-6.725349426269531#106;;León;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194591166761/DirectorioPadre
Biblioteca Pública Municipal de Villafranca del Bierzo;Biblioteca Pública Municipal de Villafranca del Bierzo;Juan José Rodríguez Rodriguez;C/ Comandante Manso, s/n. 24500 Villafranca del Bierzo (León);C/ Comandante Manso, s/n;24500;Villafranca del Bierzo;1,18E+12;;987 540 089 (Ayto.);987 542 479 (Ayto.);;maurg109@hotmail.com;;42.60999047719178#-6.808347702026367#94;;León;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1194850943013/DirectorioPadre
Biblioteca Pública Municipal de Padre Isla;Biblioteca Pública Municipal de Padre isla;;Avda. Padre Isla, 119. 24008 León;Avda. Padre Isla, 119;24008;León;1,18E+12;;987 232 110, 987 276 998 (Ayto.);;;isabel.martinez@aytoleon.com;;42.60334152314501#-5.576741695404053#94;;León;1,28E+12;1,21E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaLeon/es/Plantilla100Detalle/1284212879528/_/1213708650707/DirectorioPadre
"Biblioteca Pública Municipal ""Ana García"" de Dueñas";;Paloma Calvo Fidalgo;C/ San Agustín, s/n. 34210 Dueñas;C/ San Agustín, s/n;34210;Dueñas;1,18E+12;;979 780 799;;;biblioduenas@arrakis.es;http://biblioduenas.blogspot.com.es/, http://www.bibliotecaspublicas.info/bpcyl/info/detalle_biblioteca?c_biblioteca_id=96&contenedor=contenedor_popup;41.87668697630679#-4.545700550079346#100;;Palencia;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1195196623627/DirectorioPadre
Biblioteca Pública Municipal de Villamuriel de Cerrato;;Marta Pajares Sanz;C/ Las Tercias, nº 10. 34190 Villamuriel de Cerrato;C/ Las Tercias, nº 10;34190;Villamuriel de Cerrato;1,18E+12;;979 776 812;;;biblioteca@villamuriel.net;http://www.villamuriel.net/casadecultura.html;41.953426414345635#-4.515112638473511#71;;Palencia;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1195196693356/DirectorioPadre
Biblioteca de la Diputación Provincial de Palencia;"Biblioteca ""Tello Téllez de Meneses"" de la Diputación Provincial de Palencia";María Pilar Rodríguez González;Palacio Provincial. C/ Burgos, nº 1. 34071 Palencia;Palacio Provincial. C/ Burgos, nº 1;34071;Palencia;1,18E+12;;979 715 100 (ext.252);;;biblioteca@dip-palencia.es;http://www.dip-palencia.es/diputacion/dipPalencia/contenido?pag=/contenidos/menu/laDiputacion/biblioteca/biblioteca&idActivo=259&vE=Mtematicas;42.009788440940454#-4.531205892562866#106;;Palencia;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaPalencia/es/Plantilla100Detalle/1284212879564/_/1195423453530/DirectorioPadre
Biblioteca Pública Municipal de Carbajosa de la Sagrada;;Elena Mateos Romo;;Plaza del Ayuntamiento, s/n;37188;Carbajosa de la Sagrada;1,18E+12;;923 208 906. ( Ext. 26 );;923 208 235;biblioteca@carbajosadelasagrada.es;;40.89534867453229#-5.6490325927734375#71;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195801302496/DirectorioPadre
Biblioteca Pública Municipal de Tamames;;Mª del Carmen Mellado Sánchez;;Av. de Salamanca, s/n;37600;Tamames;1,18E+12;;923 449 005;;923 449 001;info@tamames.net;;40.65664800729097#-6.105179786682129#88;;Salamanca;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1195801341377/DirectorioPadre
Biblioteca Pública Municipal Centro Cultural Miraltormes de Salamanca;;;;Calle Lugo s/n;37003;Salamanca;1,18E+12;;923 183 690;;;;http://bibliotecas.aytosalamanca.es/;40.965868028385856#-5.648517608642578#88;;Salamanca;1,28E+12;1,21E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSalamanca/es/Plantilla100Detalle/1284212879599/_/1207035240825/DirectorioPadre
Biblioteca Pública Municipal de Cantalejo;;Miguel Ángel Gómez San Miguel;C/ Ferial, 5. 40320 Cantalejo;C/ Ferial, 5;40320;Cantalejo;1,18E+12;;921 521 199;;;cantalejo@siacajasegovia.com;;41.25703304999224#-3.926839828491211#88;;Segovia;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191909670298/DirectorioPadre
Biblioteca Pública Municipal de San Cristóbal de Segovia;;Fuencisla Gallego Martínez;Plaza de la Constitucion s/n (Centro de Usos Múltiples);Plaza de la Constitucion s/n (Centro de Usos Múltiples);40197;San Cristóbal de Segovia;1,18E+12;;921 407 025;;;bibliotecasancris@hotmail.es;http://www.bibliotecasancristobal.blogspot.com;40.95259668778015#-4.079371690750122#100;;Segovia;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191909671639/DirectorioPadre
Biblioteca de Caja Rural. Fuentepelayo;;Natividad Navares Arribas;C/ Jardín, 15. 40260 Fuentepelayo;C/ Jardín, 15;40260;Fuentepelayo;1,18E+12;;;;;nati.cega@cajarural.com;;41.2237786081515#-4.175469875335693#94;;Segovia;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1191996715279/DirectorioPadre
Biblioteca de la Academia de Artillería de Segovia;;Coronel Director de la Biblioteca;C/ San Francisco, 25;C/ San Francisco, 25;40001;Segovia;1,18E+12;;921 413 824;;;biblioacart@terra.es;http://www.ejercito.mde.es/unidades/Madrid/ihycm/Bibliotecas/biblioteca-artilleria.html;40.9468433241215#-4.117641448974609#88;;Segovia;1,28E+12;1,21E+12;20140313;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1207036119606/DirectorioPadre
Biblioteca de la Diputación Provincial de Segovia;;;C/ San Agustín, 23. 40071 Segovia;C/ San Agustín, 23;40071;Segovia;1,18E+12;;921 113 300;;;tecnicom-biblio@dipsegovia.es;;40.949801101856956#-4.117941856384277#100;;Segovia;1,28E+12;1,21E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1207036148078/DirectorioPadre
Biblioteca Pública Municipal de La Losa;;Gemma Manzanas García;Plza. Los pobos, nº 3. 40420 La Losa (Segovia);Plza. Los pobos, nº 3;40420;Losa (La);1,18E+12;;;;;biblio.ayto@gmail.com, biblioteca.2009@lalosa.es;http://www.lalosa.es/biblioteca.php;40.853349891712305#-4.163614511489868#100;;Segovia;1,28E+12;1,25E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1253081469376/DirectorioPadre
Biblioteca Pública Municipal de Navalmanzano;;Ester Quintana Fuentetaja;Plza. Mayor, nº2. 40280 Navalmanzano;Plaza Mayor, nº 2;40280;Navalmanzano;1,18E+12;;921 575 002;;;bibliotecanavalmanzano@hotmail.com;;41.214966008384096#-4.256536960601807#94;;Segovia;1,28E+12;1,26E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSegovia/es/Plantilla100Detalle/1284212879636/_/1255645050446/DirectorioPadre
Biblioteca Pública Municipal de Ólvega;;Gloria Artiga Martín;C/ Doctor Salcedo, 36. 42110 Ólvega;C/ Doctor Salcedo, 36;42110;Olvega;1,18E+12;;976 196 302;;;bpm.olvega@gmail.com;;41.780296925093204#-1.984480619430542#100;;Soria;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1192514268757/DirectorioPadre
Biblioteca Pública Municipal de El Burgo de Osma;;Jesús Carmelo Gómez Martínez;C/ Plaza Mayor, 4. 42300 El Burgo de Osma;C/ Plaza Mayor, 4;42300;Burgo de Osma-Ciudad de Osma;1,18E+12;;975 341 185;;;bibliotecaburgodeosma@hotmail.com;;41.58696119476241#-3.06718111038208#94;;Soria;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194246992549/DirectorioPadre
Biblioteca Pública Municipal de Covaleda;;Amaya Martínez Rioja;C/ San Quirico y Santa Julita, 12. 42157 Covaleda;C/ San Quirico y Santa Julita, 12;42157;Covaleda;1,18E+12;;975 370 577;;;bpmcovaleda@gmail.com;;41.93602203194316#-2.8837716579437256#100;;Soria;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194247009985/DirectorioPadre
Biblioteca Pública Municipal de Navaleno;;Sonia Alonso Borobio;C/ Carretas, 4. 42149 Navaleno;C/ Carretas, 4;42149;Navaleno;1,18E+12;;;;;bpm.navaleno@gmail.com;;41.83721154717521#-3.004589080810547#94;;Soria;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1194247043618/DirectorioPadre
Biblioteca del Centro Asociado de la UNED en Soria;Biblioteca del Centro Asociado de la UNED en Soria;Lorena Chicote;C/ Teatro, 17. 42002 Soria;C/ Teatro, 17;42002;Soria;1,18E+12;;975 224 411;;;;;41.76243721462606#-2.464005947113037#100;;Soria;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla100Detalle/1284212879671/_/1200492198857/DirectorioPadre
Biblioteca Pública de Soria;;;;C/ Nicolás Rabal, 25;42003;Soria;1,18E+12;;975 221 800;;975 229 170;bpsoria@jcyl.es;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaSoria/es/Plantilla66y33/1284212879671/_/_/_;41.76215711684424#-2.4744129180908203#112;;Soria;1,28E+12;1,28E+12;20140313;http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284270495359/DirectorioPadre
Biblioteca Pública Municipal de Laguna de Duero;;Regina Velasco Vázquez;;Avda. de la Estación, 3;47140;Laguna de Duero;1,18E+12;;983 543 173, 983 540 058 Ext. 412;;;biblioteca@lagunadeduero.org;;41.581456068066785#-4.715666770935059#88;;Valladolid;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641881518/DirectorioPadre
Biblioteca Pública Municipal de Montemayor de Pililla;;Mª del Ángel Sanz Muñoz;;C/ Ermita, 12;47320;Montemayor de Pililla;1,18E+12;;983 694 426;983 694 426;;biblioteca.montemayor@dip-valladolid.es;;41.50954141331665#-4.454398155212402#88;;Valladolid;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1193641917772/DirectorioPadre
Punto de Préstamo Barrio de Puente Duero. Valladolid;;;Centro Municipal. C/ Real, 105. 47152 Valladolid;Centro Municipal. C/ Real, 105;47152;Valladolid;1,18E+12;;983 415 133;;;;;41.55461386147782#-4.7917985916137695#94;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1202287460002/DirectorioPadre
Biblioteca Pública Municipal de Zaratán;;Álvaro Castañeda;;C/ Trasiglesia, s/n;47610;Zaratán;1,18E+12;;983 388 840;;;biblioteca@zaratan.es;;41.661#-4.7840705#88;;Valladolid;1,28E+12;1,20E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1203344709583/DirectorioPadre
Biblioteca Pública Municipal de Boecillo;;Mª Paz del Pozo Díez;;C/ Germán y Gamazo Calvo, 22;47151;Boecillo;1,18E+12;;983 552 680;;;biblioteca@boecillo.es;;41.54067463434672#-4.699487686157227#88;;Valladolid;1,28E+12;1,28E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaValladolid/es/Plantilla100Detalle/1276515979208/_/1284141236691/DirectorioPadre
Biblioteca Pública Municipal de Toro;"Biblioteca Pública Municipal ""Manuel González Allende"" de Toro";Alberto Vaquero Cuadrado;C/ Corredera, 18. 49800 Toro (Zamora);C/ Corredera, 18;49800;Toro;1,18E+12;;980 690 108 (Btca.), 980 108 100 (Ayto.);;980 108 102 (Ayto.), 980 693 058 (Btca.);ccultura@hotmail.com;;41.523551610074875#-5.3925275802612305#88;;Zamora;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1192600777118/DirectorioPadre
"Biblioteca Pública Municipal ""San José Obrero""";"Biblioteca Pública Municipal ""San José Obrero"" de Zamora";Rufina Velázquez de Francisco;Avda. de Galicia, 32. 49024 Zamora;Avda. de Galicia, 32;49024;Zamora;1,18E+12;;980 510 432;;980 520 101;biblioteca@bibliotecazamora.es;http://www.bibliotecazamora.com/;41.51246581031522#-5.752115249633789#88;;Zamora;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaZamora/es/Plantilla100Detalle/1284212879708/_/1192600779485/DirectorioPadre
Biblioteca Pública Municipal de Villalpando;Biblioteca Pública Municipal de Villalpando;Diego Vicente Pernía;;C/ Olivo, s/n;49630;Villalpando;1,18E+12;;980 660 923 (Btca.), 980 660 006 (Ayto.);;980 660 436 (Ayto.);BPM.VPAND@gmail.com;;41.86537424327902#-5.414586067199707#82;;Zamora;1,28E+12;1,20E+12;20140825;http://www.cultura.jcyl.es/web/jcyl/Cultura/es/Plantilla100Detalle/1284282053297/_/1203343840254/DirectorioPadre
Biblioteca Pública de Zamora;;;;Plaza Claudio Moyano, s/n;49001;Zamora;1,18E+12;;980 531 551, 980 533 450;;980 516 032;bpzamora@jcyl.es;http://www.bibliotecas.jcyl.es/;41.50179594349566#-5.748199224472046#100;;Zamora;1,28E+12;1,28E+12;20140313;http://www.datosabiertos.jcyl.es/web/jcyl/RISP/es/Plantilla100Detalle/1284162055979/_/1284270443616/DirectorioPadre
Biblioteca Pública Municipal de El Barco de Ávila;;María Luisa García Marcos;C/ Mayor, 33 05600 El Barco de Ávila;C/ Mayor, 33;5600;Barco de Ávila (El);1,18E+12;;920 341 206;;;bibliotecabarco@aytobarcodeavila.com;http://biblioteca.aytobarcodeavila.com/, http://www.anobii.com/bibliotecabarco, http://www.facebook.com/BIBLIOTECAMUNICIPALELBARCODEAVILA;40.35732859477767#-5.524835586547852#100;;Ávila;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1192514462412/DirectorioPadre
Biblioteca Pública Municipal de Ávila;"Biblioteca ""José Jiménez Lozano""";Francisco Javier Jiménez Martín;Avenida de la Inmaculada, 15. 05005 Ávila;Avenida de la Inmaculada, 15;5005;Ávila;1,18E+12;;920 354 000 Ext. 810/811;;;bjlozano@ayuntavila.com;http://www.avila.es/areas-destacadas/bibliotecas-municipales;40.66130346169036#-4.686098098754883#94;;Ávila;1,28E+12;1,19E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1193641946247/DirectorioPadre
Biblioteca Auxiliar del Museo de Ávila;;Concepción Dávila Cabrera;Plaza Nalvillos, 3. 05001 Ávila;Plaza Nalvillos, 3;5001;Ávila;1,18E+12;;920 211 003;;920 253 701;museo.avila@jcyl.es;http://www.museoscastillayleon.jcyl.es/museodeavila;40.65618814145474#-4.695737957954407#106;;Ávila;1,28E+12;1,25E+12;20140313;http://www.bibliotecas.jcyl.es/web/jcyl/BibliotecaAvila/es/Plantilla100Detalle/1284212873300/_/1249241581789/DirectorioPadre
